ID,Grade,Source,Body,Question,Solution-Type,Answer,Formula
nluds-0160,2,http://www.k5learning.com,"Mrs. Hilt saw 21 snakes, 11 alligators, 36 frogs, and 57 bears.",How many reptiles did Mrs. Hilt see?,Addition,32 (reptiles),21+11=32
nluds-0161,2,http://www.k5learning.com,The Hawks scored three touchdowns worth 7 points each.,How many points do they have?,Multiplication,21 (points),7*3=21
nluds-0162,2,http://www.k5learning.com,I have 28 cents in my pocket.,How coins could I have on minimization?,Addition,4 (coins),28/25=1 r3; 3/1=3; 1+3=4
nluds-0163,2,http://www.k5learning.com,Zach scored 42 points in the football game. Ben scored 21 points.,How many more points did Zach score?,Subtraction,21 (points),42-21=21
nluds-0164,2,http://www.k5learning.com,A game spinner has 5 equal parts. Two parts are blue and three parts are purple.,Which color would you most likely spin?,Comparison,Purple,2 parts(Blue) < 3 parts(Purple)
nluds-0165,2,http://www.k5learning.com,"I have 3 hundreds, 8 tens, and 3 ones.",What number am I?,Number-Operation,383,(3*100)+(8*10)+(3*1)=383
nluds-0166,2,http://www.k5learning.com,The puppet show begins at 2:00 p.m. It lasts 1 hour and 30 minutes.,What time does it end?,Sum,3:30 p.m.,(2 (hour)*60 (min/hour) + 1 (hour)*60 (min/hour) + 30 (min))/60 (min/hour)=3 r30; hh:mm=3:30 p.m.
nluds-0167,2,http://www.k5learning.com,John's birthday is January 20th. His sister's birthday comes 14 days later.,When is his sister's birthday?,Subtraction,February 3rd,(20+14)-31=3
nluds-0168,2,http://www.k5learning.com,A quarter equals $0.25.,How many quarters equal $2.25?,Common-Division,9 (quarters),2.25/0.25=9
nluds-0169,2,http://www.k5learning.com,Kate has 223 pennies. John has 388 pennies.,How many more pennies does John have?,Subtraction,165 (pennies),388-223=165
nluds-0170,2,http://www.k5learning.com,There are 5 birds in a tree.,How many bird legs do you see?,Multiplication,10 (bird legs),5*2=10
nluds-0171,2,http://www.k5learning.com,"Two dimes and 3 pennies,",does the former equal the latter?,Comparison,Yes,2*10=20 cents > 1*3=3 cents
nluds-0172,2,http://www.k5learning.com,There are 3 spiders.,How many spider legs are there?,Multiplication,24 (spider legs),3*8=24
nluds-0173,2,http://www.k5learning.com,Karen wants to buy a pen that costs 75 cents. She has 2 quarters and 3 dimes.,Does she have enough money?,Comparison,Yes,2*25+3*10=80 cents > 75 cents
nluds-0174,2,http://www.k5learning.com,Jeff has twice as many crayons as Joan. Joan has 12 crayons.,How many does Jeff have?,Multiplication,24 (crayons),12*2=24
nluds-0175,2,http://www.k5learning.com,It is 2:00.,What time will it be in three hours and forty-five minutes?,Sum,5:45,(2 (hour)*60 (min/hour) + 3 (hour)*60 (min/hour) + 45 (min))/60 (min/hour) =5 r45; hh:mm=5:45
nluds-0176,2,http://www.k5learning.com,Kate gave the clerk $1.00. Her candy cost 54 cents.,How much change should Kate get back?,Subtraction,0.46 (dollars),1.00-0.54=0.46
nluds-0177,2,http://www.k5learning.com,"Mark has 13 trees in his backyard. If he plants 12 more,",how many trees will he have?,Addition,25 (trees),13+12=25
nluds-0178,2,http://www.k5learning.com,Joy will see her grandma in two days.,How many hours until she sees her?,Multiplication,48 (hours),24*2=48
nluds-0179,2,http://www.k5learning.com,Kim has 4 cousins. She wants to give each one 5 pieces of gum.,How much gum will she need?,Multiplication,20 (pieces of gum),4*5=20
nluds-0180,2,http://www.k5learning.com,Dan has $3.00. He bought a candy bar for $1.00.,How much money is left?,Subtraction,2 (dollars),3.00-1.00=2.00
nluds-0181,2,http://www.k5learning.com,5 boats are in the lake. Each boat has 3 people.,How many people are on boats in the lake?,Multiplication,15 (people),5*3=15
nluds-0182,2,http://www.k5learning.com,"There are 43 dogs, 72 fish, and 34 cats at my farm.",How many pets do I have at my farm?,Sum,149 (pets),43+72+34=149
nluds-0183,2,http://www.k5learning.com,Dane eats lunch at 12:30. It takes him 20 minutes to eat.,What time does Dane finish eating?,Addition,12:50,((12*60 (min/hour) + 30 (min)) + 20 (min))/60 (min/hour) = 12 r50; hh:mm=12:50
nluds-0184,2,http://www.k5learning.com,"Kyle has four dimes, one nickel, and one quarter.",Does he have enough to buy a book that costs $1.00?,Comparison,No,4*10+1*5+1*25=70 cents < 1 dollar
nluds-0185,2,http://www.k5learning.com,Charlie has 31 more snowballs than Lucy. She has 19 snowballs.,How many does Charlie have?,Addition,50 (snowballs),31+19=50
nluds-0186,2,http://www.k5learning.com,Josh had $1.80. He paid 45 cents for a candy car.,How much change will he get?,Subtraction,1.35 (dollars),1.80-0.45=1.35
nluds-0187,2,http://www.k5learning.com,"I have 9 pennies, 4 nickels, and 3 dimes.",How much money do I have?,Sum,0.59 (dollars),(9 (penny)*1 (cent/penny) + 4 (nickel)*5 (cent/nickel) + 3 (dime)*10 (cent/dime))/100 (cent/dollar) = 0.59 (dollar)
nluds-0188,2,http://www.k5learning.com,Randy has 78 blocks. He uses 19 blocks to build a tower.,How many blocks are left?,Subtraction,59 (blocks),78-19=59
nluds-0189,2,http://www.k5learning.com,Hailey's bus is third in line. Danny's bus is 3 buses behind hers.,What place in line is Danny's bus?,Sequential-Operation,6th,3+1=4 (th); 3+2=5 (th); 3+3=6 (th)
nluds-0190,2,http://www.k5learning.com,"Alex has 5 dimes, 4 nickels and one penny.",Does he have enough to buy a hat that costs 90 cents?,Comparison,No,50+20+1=71 cents < 90 cents
nluds-0191,2,http://www.k5learning.com,"Gino has 15 brown bears, 24 white bears, and 27 black bears.",How many bears does Gino have?,Sum,66 (bears),15+24+27=66
nluds-0192,2,http://www.k5learning.com,"Rob has seven quarters, three dimes, five nickels, and twelve pennies.",How much money does Rob have?,Sum,2.42 (dollar),(7 (quarter)*25 (cent/quarter) + 3 (dime)*10 (cent/dime) + 5 (nickel)*5 (cent/nickel) + 12 (penny)*1 (cent/penny))/100 (cent/dollar) = 2.42 (dollar)
nluds-0193,2,http://www.k5learning.com,"Morgan has 65 red pens, 45 blue pens, and 58 black pens.",How many pens does she have?,Sum,168 (pens),65+45+58=168
nluds-0194,2,http://www.k5learning.com,Adi bought a pencil for 35 cents. He paid with a one-dollar bill.,How much change will he get?,Subtraction,65 (change),100-35=65
nluds-0195,2,http://www.k5learning.com,Rachel is third in line. Julie is 2 spots in front of her.,What place in line is Julie?,Sequential-Operation,1st,Rachel is the 3rd.; 3-1=2 (nd); 3-2=1 (st); Julie is the 1st.
nluds-0196,2,http://www.k5learning.com,Bryan has 50 skittles. Ben has 20 M&M's.,Who has more?,Comparison,Bryan,50 skittles(Bryan) > 20 skittles(Ben)
nluds-0197,2,http://www.k5learning.com,Bryan has 50 skittles. Ben has 20 M&M's.,How many more does Brian have?,Subtraction,30 (skittles),50-20=30
nluds-0198,2,http://www.k5learning.com,"It takes 20 minutes to cook pizza. If Jack wants to eat at 6:30,",what time should he put it in the oven?,Subtraction,6:10,((6 (hour)*60 (min/hour) + 30 (min)) - 20 (min))/60 (min/hour) = 6 r10; hh:mm=6:10
nluds-0199,2,http://www.k5learning.com,"It takes 15 minutes for Michael to get to Edgewood. If Michael arrives at 8:30,",what time did Michael leave to get there?,Subtraction,8:15,((8 (hour)*60 (min/hour) + 30 (min)) - 15 (min))/60 (min/hour) = 8 r15; hh:mm=8:15
nluds-0200,2,http://www.k5learning.com,The train left for the station at 9:45 and arrived at 10:00.,How long did it take?,Subtraction,15 (minutes),(10*60 (min/hour) - (9*60 (min/hour) + 45 (min))) = 15 (min)
nluds-0201,3,http://www.k5learning.com,"Charlie and his father, an engineer, decided to build a treehouse in their backyard. In order to start constructing the house, Charlie and his father needed to gather some wood from the forest. If they initially have 15 extra planks of wood in the house and Charlie and his father got 10 planks of wood each,",how many pieces of wood do they have in total?,Sum,35 (pieces),15+10+10=35
nluds-0202,3,http://www.k5learning.com,"While building the house, Charlie noticed that they were running out of nails so he told his father he's going to buy some. If they still have 9 nails left and Charlie bought 2 boxes of nails, the big one containing 55 nails and the small one containing 31,",how many nails will they have?,Sum,95 (nails),9+31+55=95
nluds-0203,3,http://www.k5learning.com,"To have a more stable treehouse, Charlie's father decided to tie the corner posts of the house to the tree itself. He used 24 inches of rope for the first post, 20 inches on the second, 14 inches on the third and 12 inches on the fourth.",How many inches of rope were used?,Sum,70 (inches),24+14+12+20=70
nluds-0204,3,http://www.k5learning.com,"The treehouse is almost done; all they need is to paint it. His father estimated that they will use 20 ounces of white paint, 15 ounces of green paint and 34 ounces of brown paint.",How many ounces of paint would they buy in total?,Sum,69 (ounces),20+15+34=69
nluds-0205,3,http://www.k5learning.com,"Upon finishing the treehouse, Charlie's mother served them freshly baked cookies. If Charlie ate 15 cookies, his father ate 10 and his mother only ate 5,",how many cookies were eaten in total?,Sum,30 (cookies),15+10+5=30
nluds-0206,3,http://www.k5learning.com,"Annie is about to celebrate her birthday next week so her friends decided to throw her a surprise birthday party. Jessica, Annie's best friend, is hosting the party. She plans on making pizza for everyone. If she bought 15 pieces of pepperoni, 10 pieces of salami and 30 pieces of bacon as meat ingredients,",how many pieces of meat did she buy in total?,Sum,55 (pieces),15+10+30=55
nluds-0207,3,http://www.k5learning.com,"Andrew, Annie's other friend, was assigned with the preparation of appetizers. He decided to bring 30 hotdogs on sticks, 20 pieces of bite-sized cheese pops and 40 pieces of chicken nuggets.",How many portions of appetizers did Andrew bring in all?,Sum,90 (portions),30+20+40=90
nluds-0208,3,http://www.k5learning.com,"Annie's mother has also been asked to be a part of the surprise. She was tasked to be in charge of drinks. She made 25 glasses of orange juice, 15 glasses of grape juice and 5 glasses of apple juice.",How many glasses of juice would there be?,Sum,45 (glasses),25+15+5=45
nluds-0209,3,http://www.k5learning.com,"Annie's friends wanted to make sure that there will be enough utensils to go around. If they already have 10 spoons and 10 forks and they bought 30 more for forks and 20 more spoons,",how many utensils do they have available for the party?,Sum,70 (utensils),10+10+30+20=70
nluds-0210,3,http://www.k5learning.com,"On the actual day of Annie's birthday, almost everyone in her class came to surprise her. If Annie has 15 girl classmates, 20 boy classmates and 3 teachers in her class,",how many people attended her birthday party?,Sum,38 (people),15+20+3=38
nluds-0211,3,http://www.k5learning.com,"It's Halloween in Chicago. Bob, Mary, John, Sue and Sam dressed as superheroes and went out to do some trick or treating. After passing through the houses on Main Street, the five friends counted how much candy they have. If Bob has 10 candies, Mary has 5, Sue has 20, John has 5 as well and Sam has also 10 candies.",How many candies did they have together?,Sum,50 (candies),10+5+20+5+10=50
nluds-0212,3,http://www.k5learning.com,"The group then went on to check out the houses along Broadway Street and the scary Werewolf Avenue. After the long walk, they decided to count their candy again. If Mary has 5 chewing gums, Sam has 10 chewing gums and Sue has 15 chewing gums,",how many chewing gums did the three have in all?,Sum,30 (chewing gums),5+10+15=30
nluds-0213,3,http://www.k5learning.com,"The friends then proceeded to the rest of the houses in their village. However, Sam had to go home earlier. She got her share of candies which are composed of 10 chewing gums, 15 chocolate bars, and 20 assorted fruit candies.",How many candies did she get in total?,Sum,45 (candies),10+15+20=45
nluds-0214,3,http://www.k5learning.com,"Bob who is Sam's next door neighbor decided that he will accompany Sam home. He also took his share which consists of 15 chewing gums, 20 chocolate bars and 15 assorted candies.",How many candies did he get?,Sum,50 (candies),15+20+15=50
nluds-0215,3,http://www.k5learning.com,"After Sam and Bob left, Mary, John and Sue decided to go home as well. They counted the total amount of treats that the three of them got. They were able to sort out 60 chewing gums, 55 chocolate bars and another 40 candies of different flavors.","How many treats did Mary, John and Sue have in total?",Sum,155 (treats),60+55+40=155
nluds-0216,3,http://www.k5learning.com,"It is Easter time and the kids in the neighborhood of Easterville are very excited about the annual Easter egg hunt. The parents have decided to hide the eggs in a lot of different places. They hid 55 eggs around the club house, 33 eggs around the village park and 22 eggs in the town hall garden.",How many eggs were hidden in total?,Sum,110 (eggs),55+33+22=110
nluds-0217,3,http://www.k5learning.com,"Joe, one of the best Easter egg hunters, found 12 eggs around the club house, 5 eggs around the park and 3 eggs in the town hall garden.",How many eggs did Joe find?,Sum,20 (eggs),12+5+3=20
nluds-0218,3,http://www.k5learning.com,"The twins Ellie and Amy were able to locate 10 eggs around the club house, 4 eggs in the town hall garden and 6 more around the park.",How many eggs do they have in total?,Sum,20 (eggs),10+4+6=20
nluds-0219,3,http://www.k5learning.com,"The rest of the kids around town got 13 more eggs around the club house, 9 eggs around the park and 8 eggs in the town hall garden. If we add all the eggs that they got,",how many eggs would that be?,Sum,30 (eggs),13+8+9=30
nluds-0220,3,http://www.k5learning.com,"If the all the participants found a total 40 eggs from the club house, 25 eggs from the park and 15 eggs from the town hall,",how many Easter eggs were found that day?,Sum,80 (Easter eggs),40+25+15=80
nluds-0221,3,http://www.k5learning.com,"Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles.",How many eagles are on display that day?,Sum,65 (eagles),20+15+30=65
nluds-0222,3,http://www.k5learning.com,"After the aviary was the zoo's swamp area. Penny counted a total of 55 tree frogs, 10 poison frogs and 13 wood frogs.",How many frogs was Penny able to count?,Sum,78 (frogs),55+10+13=78
nluds-0223,3,http://www.k5learning.com,"Aside from frogs, the swamp area is also home to a few dangerous animals. Penny's teacher pointed out 22 crocodiles, 23 alligators and 5 vipers.",How many dangerous animals did the teacher point out in total?,Sum,50 (dangerous animals),22+23+5=50
